Name,Question_count,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11
Twiggy,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Won Oscar?,Low Education?,,
Jeanne Lanvin,10,Born after 1950?,American?,Born between 1900-1950?,Age Over 70?,Arts and humanities?,Female?,Married?,Age Over 80?,Write Poetry and Philosophical?,Composer?,
Elsa Schiaparelli,10,Born after 1950?,American?,Born between 1900-1950?,Age Over 70?,Arts and humanities?,Female?,Married?,Age Over 80?,Write Modern and Thrillers?,Write Poetry and Philosophical?,
Kate Spade,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Designer?,Female?,Dead?,
Tory Burch,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Designer?,Female?,Dead?,
Rachel Zoe,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Designer?,Married?,Model?,
Donna Karan,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Fine Arts?,Arts and humanities?,Designer?,Big Four Fashion Show?,
Betsey Johnson,9,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Fine Arts?,Doctor level Education?,Dead?,Married?,,
Kendall Jenner,8,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,,,
Bella Hadid,8,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,,,
Alexa Chung,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Sports?,Fine Arts?,British?,Big Four Show More than once?,
Olivia Palermo,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Female?,Married?,Model?
Miranda Kerr,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Sports?,Canadian?,Australian?,
Miuccia Prada,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Service in Industry over 40yrs?,Age Over 80?,Humanities?,Dead?,Italian?,
Vera Wang,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Fine Arts?,Arts and humanities?,Designer?,Big Four Fashion Show?,
Karlie Kloss,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Female?,Married?,Model?
Donatella Versace,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Fine Arts?,Service in Industry over 40yrs?,Finance?,College level Education?,Tech?,
Sarah Burton,11,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Star in  Action movie?,Designer?
Jil Sander,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Service in Industry over 40yrs?,Age Over 80?,Fashion?,Married?,,
Aurora James,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Sports?,Music?,Graduate level Education?,
Gigi Hadid,8,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,,,
Cara Delevingne,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Sports?,Fine Arts?,British?,Big Four Show More than once?,
Choi So-ra,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Sports?,Fine Arts?,British?,Chinese?,
Liu Wen,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Sports?,Fine Arts?,British?,Chinese?,
Xi Mengyao,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Sports?,Canadian?,Australian?,
Sui He,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Sports?,Fine Arts?,British?,Chinese?,
Ashley Graham,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Fine Arts?,Female?,Play Racquet sports?,Big Four Fashion Show?
Joan Smalls,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Female?,Married?,
Kaia Jordan Gerber,8,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,,,
Tyra Banks,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Designer?,Married?,,
Coco Rocha,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Sports?,Canadian?,Won Grammy more than 5?,
Rei Kawakubo,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Female?,,
Mary Quant,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Service in Industry over 40yrs?,Dead?,Gov?,British?,Married?,
Chitose Abe,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Arts and humanities?,College level Education?,British?,Play Physical sports?,Play Target sports?,
Tom Ford,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Female?,Big Four Fashion Show?,Married?,
Alexander McQueen,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,British?,Dead?,
Giorgio Armani,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Fashion?,Married?,
Ralph Lauren,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Humanities?,Won Oscar?,Married?,
Marc Jacobs,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Female?,Big Four Fashion Show?,Art?,
Christian Dior,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Service in Industry over 30yrs?,Humanities?,Fashion?,Married?,
Yves Saint Laurent,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Service in Industry over 30yrs?,Married?,Director?,Age Over 80?,
Valentino Garavani,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Italian?,Dead?,
Calvin Klein,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Humanities?,Won Oscar?,Married?,
Michael Kors,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Female?,Big Four Fashion Show?,Married?,
Hubert de Givenchy,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Service in Industry over 30yrs?,Married?,Director?,Age Over 80?,
Raf Simons,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Canadian?,Big Four Show More than once?,
Jeremy Scott,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Female?,Married?,
Paul Smith,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Dead?,College level Education?,Director?,
Christopher Bailey,11,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Australian?,Married?,Actor?
John Galliano,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Married?,Star in Drama movie?,
Roberto Cavalli,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Female?,Dead?,
Thom Browne,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Designer?,Female?,,
Dean Caten,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Canadian?,,
Dan Caten,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Canadian?,,
Kris Van Assche,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,British?,Big Four Show More than once?,
Kim Jones,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,British?,Dead?,
Jonathan Anderson,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,British?,Big Four Show More than once?,
Haider Ackermann,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Canadian?,Big Four Show More than once?,
Rick Owens,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Play Physical sports?,Play Team sports?,,
Tom Dixon,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,Fashion?,Married?,
Matthew Williams,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Female?,Married?,
Alessandro Sartori,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Age over 60?,Actor?,
Christian Louboutin,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,Fashion?,Married?,
Manolo Blahnik,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Italian?,Dead?,
Jimmy Choo,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Fashion?,Married?,
Salvatore Ferragamo,10,Born after 1950?,American?,Born between 1900-1950?,Age Over 70?,Fine Arts?,Birth before 1800?,Medicine?,College level Education?,Service in Gov over 20yrs?,Female?,
Karl Lagerfeld,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Italian?,Dead?,
Pierre Cardin,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Italian?,Dead?,
Oscar de la Renta,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Married?,Female?,Dead?,
Gianni Versace,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Service in Industry over 30yrs?,Humanities?,Fashion?,Married?,
Sean O'Pry,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,Age over 50?,,
Lucky Blue Smith,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,Age over 50?,,
Tyson Beckford,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Female?,Age over 50?,,
Jon Kortajarena,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,Australian?,Canadian?,
Jordan Barrett,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,Australian?,,
Simon Nessman,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,Australian?,Canadian?,
Audrey Hepburn,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Service in Industry over 40yrs?,Age Over 80?,Humanities?,Dead?,Won Oscar?,
Nicole Kidman,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Fine Arts?,Service in Industry over 40yrs?,Finance?,College level Education?,Australian?,
Charlize Theron,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Won Oscar?,Star in  Action movie?,,
Lupita Nyong'o,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Star in Drama movie?,Won Oscar?,,
Ava DuVernay,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Graduate level Education?,,
Kathryn Bigelow,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Service in Industry over 30yrs?,Humanities?,Director?,
Nora Ephron,11,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Married?,Age Over 70?,Graduate level Education?,Arts and humanities?,Fine Arts?
Jodie Foster,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Female?,Actress?,Service in Industry over 50yrs?,
Reese Witherspoon,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Star in Comedy movie?,Won Oscar?,Service in Industry over 30yrs?
Meryl Streep,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Fine Arts?,Arts and humanities?,Designer?,Won Oscar?,
Natalie Portman,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Won Oscar?,
Viola Davis,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Service in Industry over 30yrs?,Humanities?,Won Oscar?,
Emma Stone,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Female?,Star in Comedy movie?,
Sandra Bullock,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Fine Arts?,Sports?,Female?,Married?
Jennifer Lawrence,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,Service in Industry over 40yrs?,
Anne Hathaway,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Star in Comedy movie?,Won Oscar?,Service in Industry over 30yrs?
Cate Blanchett,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Arts and humanities?,College level Education?,Graduate level Education?,British?,Australian?,
Brie Larson,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,,
Octavia Spencer,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Fine Arts?,Sports?,Female?,Married?
Rachel McAdams,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Star in Drama movie?,British?,Star in Romance_film?,
Julianne Moore,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Service in Industry over 30yrs?,Humanities?,Director?,
Michelle Williams,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Graduate level Education?,,
Keira Knightley,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Won Oscar?,Australian?,Star in  Action movie?,
Sigourney Weaver,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Fine Arts?,Arts and humanities?,Designer?,Won Oscar?,
Tilda Swinton,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Fine Arts?,Service in Industry over 40yrs?,Married?,British?,Finance?,
Zoe Saldana,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,Star in  Action movie?,
Rachel Weisz,10,Born after 1950?,American?,Female?,Age over 50?,Service in Industry over 30yrs?,Arts and humanities?,College level Education?,British?,Literature?,Won Oscar?,
Cameron Diaz,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Service in Industry over 30yrs?,Humanities?,Won Oscar?,
Helen Hunt,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Service in Industry over 30yrs?,Female?,Actress?,Service in Industry over 50yrs?,
Ava Gardner,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Dead?,Married?,Age Over 70?,Low Education?,Singer?,
Elizabeth Taylor,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Won Oscar?,Dead?,,
Ingrid Bergman,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Service in Industry over 40yrs?,Age Over 80?,Humanities?,Dead?,Won Oscar?,
Milla Jovovich,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Won Oscar?,Australian?,Star in  Action movie?,
Marilyn Monroe,10,Born after 1950?,American?,Service in Industry over 30yrs?,Born between 1900-1950?,Female?,Age Over 80?,Graduate level Education?,Low Education?,Age over 60?,Play Jazz?,
Betty White,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Age Over 80?,Fine Arts?,Doctor level Education?,Dead?,Married?,Arts and humanities?,
Scarlett Johansson,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,Star in  Action movie?,
Margot Robbie,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Won Oscar?,Australian?,,
Emma Watson,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Star in Drama movie?,British?,,
Zendaya,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Graduate level Education?,,
Elizabeth Olsen,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Star in Comedy movie?,Female?,Married?
Liu Yifei,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Star in Drama movie?,British?,Star in Romance_film?,
Fan Bingbing,10,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Won Oscar?,
Zhang Ziyi,11,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Star in  Action movie?,Chinese?
Angelina Jolie,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,Service in Industry over 40yrs?,
Emily Blunt,11,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Star in  Action movie?,Designer?
Gal Gadot,11,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Humanities?,Play Olympics?,Star in Drama movie?,Star in  Action movie?,Chinese?
Kate Winslet,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Won Oscar?,Star in  Action movie?,,
Amy Adams,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Actress?,Won Oscar?,Star in Drama movie?,,
Blake Lively,11,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Star in Comedy movie?,Female?,Married?
Maggie Smith,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Won Oscar?,Dead?,,
Elle Fanning,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Graduate level Education?,,
Kristen Bell,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Sports?,Music?,Fashion?,Star in Comedy movie?,Won Oscar?,
Emilia Clarke,9,Born after 1950?,American?,Female?,Age over 50?,Married?,Low Education?,Actress?,Star in Drama movie?,Won Oscar?,,
Steven Spielberg,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Humanities?,Won Oscar?,Star in Comedy movie?,
Martin Scorsese,9,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Star in Crime movie?,,
Quentin Tarantino,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Female?,Star in Crime movie?,
Ridley Scott,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Dead?,College level Education?,Director?,
Stanley Kubrick,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Age Over 80?,Age Over 70?,Fine Arts?,Born between 1900-1950?,Star in  Science Fiction movie?,
Francis Ford Coppola,9,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Star in Crime movie?,,
Clint Eastwood,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Star in Crime movie?,Graduate level Education?,
Wes Anderson,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Age over 50?,Age over 60?,Fashion?,Fine Arts?,Sports?,Female?,
Woody Allen,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Humanities?,Won Oscar?,Star in Comedy movie?,
Ethan Coen,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Graduate level Education?,Star in  Science Fiction movie?,,
Joel Coen,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Graduate level Education?,Star in  Science Fiction movie?,,
Robert Zemeckis,9,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Graduate level Education?,Star in  Science Fiction movie?,,
Michael Bay,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Fine Arts?,Model?,Star in Drama movie?,Female?,Star in Crime movie?,
Guy Ritchie,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,Fashion?,Age over 60?,
James Wan,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,British?,Dead?,
Ron Howard,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Graduate level Education?,Age over 60?,Service in Industry over 50yrs?,
George Lucas,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Humanities?,Star in  Science Fiction movie?,
David Lynch,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Humanities?,Star in  Science Fiction movie?,
Oliver Stone,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Arts and humanities?,College level Education?,Won Oscar?,Star in Crime movie?,Graduate level Education?,
Taika Waititi,11,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,Actor?,Play Racquet sports?,Director?
Mel Gibson,10,Born after 1950?,American?,Arts and humanities?,College level Education?,Married?,Age over 50?,Female?,Graduate level Education?,Age over 60?,Service in Industry over 50yrs?,
Chen Kaige,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,Fashion?,Age over 60?,
John Woo,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Win Nobel?,Dead?,Finance?,
Tsui Hark,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Fashion?,Star in Drama movie?,
Hou Hsiao-Hsien,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Actor?,Soccer?,
Yuen Woo-ping,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Designer?,Win Nobel?,Dead?,Finance?,
Daniel Craig,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Married?,Won Oscar?,
Javier Bardem,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Age over 60?,Actor?,
Hugh Jackman,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Australian?,,
Russell Crowe,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,British?,Age over 60?,
Ralph Fiennes,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Married?,Star in Drama movie?,
Idris Elba,11,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Australian?,Married?,Actor?
Dev Patel,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,British?,Won Oscar?,
Ian McKellen,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Dead?,College level Education?,Married?,
Chiwetel Ejiofor,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,Actor?,,
Benedict Cumberbatch,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Won Gold metals?,Fashion?,Actor?,,
Gerard Butler,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,Big Four Fashion Show?,Australian?,Married?,
Colin Firth,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Married?,Won Oscar?,
Ewan McGregor,9,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,British?,,
Antonio Banderas,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Age over 60?,Star in Drama movie?,
Jean Reno,9,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Actor?,,
Jeremy Irons,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Female?,Dead?,Humanities?,College level Education?,Fashion?,Star in Drama movie?,
Christian Bale,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Big Four Show More than once?,British?,Won Oscar?,
Sean Connery,10,Born after 1950?,American?,Born between 1900-1950?,Service in Industry over 50yrs?,Fine Arts?,British?,Female?,Dead?,Biology and Chemistry?,Actor?,
Christoph Waltz,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Sports?,Age over 50?,Actor?,British?,Age over 60?,
Ken Watanabe,10,Born after 1950?,American?,Female?,Humanities?,College level Education?,Age over 50?,Service in Industry over 30yrs?,British?,Age over 60?,Star in Drama movie?,
Stan Lee,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Age Over 80?,Arts and humanities?,Low Education?,Director?,Won Grammy more than 5?,
Alfred Hitchcock,10,Born after 1950?,American?,Born between 1900-1950?,Age Over 70?,Arts and humanities?,Female?,Painter?,Write Poetry and Philosophical?,Low Education?,Won Oscar?,
Charlie Chaplin,10,Born after 1950?,American?,Born between 1900-1950?,Age Over 70?,Arts and humanities?,Female?,Painter?,Write Poetry and Philosophical?,Low Education?,Won Oscar?,
Marlon Brando,9,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Age Over 80?,Arts and humanities?,Low Education?,Graduate level Education?,,
Orson Welles,10,Born after 1950?,American?,Service in Industry over 30yrs?,Female?,Dead?,Age Over 80?,Age Over 70?,Fine Arts?,Born between 1900-1950?,Star in  Science Fiction movie?,
